,index,hl_uri,poi_id,id,nex_id,hf_id,hl_link,hl_reference,hl_source,hl_x,hl_y,vpuid,STAID
204,204,gages-04292500,52790,wb-120167,nex-120168,476460.0,04292500,gages,ref-fab,1795096.012770582,2627175.5088205393,02,04292500
205,205,gages-01651000,31936,wb-96633,nex-96634,1434085.0,01651000,gages,ref-fab,1625341.1990447242,1932024.5897369925,02,01651000
206,206,gages-01541200,78068,wb-88785,nex-88786,1429795.0,01541200,gages,ref-fab,1450952.000304688,2129723.4968552915,02,01541200
207,207,gages-01570000,46580,wb-87160,nex-87150,888020.0,01570000,gages,ref-fab,1590909.2488909985,2074884.2486471438,02,01570000
208,208,gages-01457000,79574,wb-118958,nex-118959,514080.0,01457000,gages,ref-fab,1732590.5543921927,2143806.479162778,02,01457000
209,209,gages-01305000,31571,wb-109834,nex-109835,512260.0,01305000,gages,ref-fab,1914017.0877358285,2213032.619937783,02,01305000
210,210,gages-01632082,58361,wb-97409,nex-97410,1099990.0,01632082,gages,ref-fab,1475950.1857577479,1866322.8823043886,02,01632082
211,211,gages-01571500,31918,wb-87058,nex-87057,890213.0,01571500,gages,ref-fab,1603725.6665361787,2073499.0672274232,02,01571500
212,212,gages-01622000,31503,wb-97266,nex-97267,1433282.0,01622000,gages,ref-fab,1470444.4940693693,1832457.7514932705,02,01622000
213,213,gages-01555500,47798,wb-94967,nex-94968,1430290.0,01555500,gages,ref-fab,1588697.8793063255,2115517.628277376,02,01555500
214,214,gages-01509000,71256,wb-93330,nex-93195,577380.0,01509000,gages,ref-fab,1607749.3204724567,2344983.570308635,02,01509000
215,215,gages-01399670,58931,wb-105930,nex-105931,200614.0,01399670,gages,ref-fab,1766726.8242344833,2155378.6111323866,02,01399670
216,216,gages-01545600,37502,wb-89794,nex-89789,1429905.0,01545600,gages,ref-fab,1509674.7001473783,2186346.071367306,02,01545600
217,217,gages-01362500,79632,wb-101711,nex-101712,508760.0,01362500,gages,ref-fab,1772296.7002085901,2314457.4559408487,02,01362500
218,218,gages-01643000,59036,wb-96893,nex-96894,1433887.0,01643000,gages,ref-fab,1579021.831965388,1973777.765609287,02,01643000
219,219,gages-02024000,50487,wb-112809,nex-112745,1323763.0,02024000,gages,ref-fab,1443512.2656974983,1761279.8413927418,02,02024000
220,220,gages-04288000,47805,wb-121192,nex-121193,519240.0,04288000,gages,ref-fab,1833696.0790048654,2592316.74563405,02,04288000
221,221,gages-02031000,69558,wb-112279,nex-112280,1435570.0,02031000,gages,ref-fab,1506386.2922002035,1816944.2703582998,02,02031000
222,222,gages-01450500,31891,wb-117199,nex-117200,515200.0,01450500,gages,ref-fab,1693133.4206884818,2158058.7841071174,02,01450500
223,223,gages-01605500,79713,wb-99076,nex-95733,1021321.0,01605500,gages,ref-fab,1430815.9948652557,1862535.0887421737,02,01605500
224,224,gages-01364500,79664,wb-101727,nex-101728,508640.0,01364500,gages,ref-fab,1797529.214399805,2328581.0010193135,02,01364500
225,225,gages-01350000,79698,wb-102099,nex-102100,507760.0,01350000,gages,ref-fab,1750763.6720091605,2347246.0401211963,02,01350000
226,226,gages-01593500,32161,wb-115417,nex-115418,1432512.0,01593500,gages,ref-fab,1630420.372221869,1955463.1561784288,02,01593500
227,227,gages-01426500,6988,wb-118480,nex-115601,236398.0,01426500,gages,ref-fab,1684405.4975890366,2294990.00314554,02,01426500
228,228,gages-01529500,32787,wb-92226,nex-92227,1429333.0,01529500,gages,ref-fab,1531363.8201368023,2288997.7332197903,02,01529500
229,229,gages-01408500,80012,wb-109008,nex-109009,518760.0,01408500,gages,ref-fab,1829076.0311946212,2092497.3629488267,02,01408500
230,230,gages-01583500,21268,wb-114714,nex-114715,1431720.0,01583500,gages,ref-fab,1637657.262339413,1998281.8932735121,02,01583500
231,231,gages-01544500,32098,wb-90751,nex-90752,1429883.0,01544500,gages,ref-fab,1495808.2702672153,2194928.808767437,02,01544500
232,232,gages-01549700,80081,wb-89150,nex-89151,1430037.0,01549700,gages,ref-fab,1542749.9996806744,2179045.4989149873,02,01549700
233,233,gages-01440000,80020,wb-118831,nex-118832,257125.0,01440000,gages,ref-fab,1738257.4937561748,2202989.8321152166,02,01440000
234,234,gages-02011400,79987,wb-111007,nex-111008,1435130.0,02011400,gages,ref-fab,1393114.077696821,1784312.0492057572,02,02011400
235,235,gages-01367500,53481,wb-101600,nex-101601,509040.0,01367500,gages,ref-fab,1793455.6331894132,2302636.4201556128,02,01367500
236,236,gages-04289000,56286,wb-121021,nex-121022,519600.0,04289000,gages,ref-fab,1827857.2848465757,2597994.837164074,02,04289000
237,237,gages-01346000,35296,wb-102714,nex-102715,507600.0,01346000,gages,ref-fab,1688497.498441863,2417473.9985303255,02,01346000
238,238,gages-01629500,56172,wb-97293,nex-97294,1433260.0,01629500,gages,ref-fab,1498115.498981755,1875220.7489826542,02,01629500
239,239,gages-01447680,79920,wb-117407,nex-117403,314020.0,01447680,gages,ref-fab,1692511.9266572667,2189009.917493032,02,01447680
240,240,gages-01512500,34955,wb-93166,nex-93167,1428651.0,01512500,gages,ref-fab,1642354.2471731612,2307267.252227236,02,01512500
241,241,gages-01479000,19399,wb-119487,nex-119488,517660.0,01479000,gages,ref-fab,1715694.3642475542,2038521.4205324124,02,01479000
242,242,gages-01625000,79835,wb-97815,nex-97816,1433491.0,01625000,gages,ref-fab,1477707.0528997825,1827665.9786909923,02,01625000
243,243,gages-01471000,31711,wb-116224,nex-116225,517000.0,01471000,gages,ref-fab,1674342.782304407,2104260.678297713,02,01471000
244,244,gages-01447800,79842,wb-117049,nex-117050,515040.0,01447800,gages,ref-fab,1674983.5027230785,2189765.997158279,02,01447800
245,245,gages-01597500,79744,wb-98695,nex-98693,1038649.0,01597500,gages,ref-fab,1431924.4160939106,1958655.8077051935,02,01597500
246,246,gages-01634000,57257,wb-97580,nex-97430,1099150.0,01634000,gages,ref-fab,1508883.9838172614,1913832.892257638,02,01634000
247,247,gages-01550000,32284,wb-90917,nex-90886,794659.0,01550000,gages,ref-fab,1562313.2245144625,2201762.051243291,02,01550000
248,248,gages-01674000,19351,wb-110818,nex-110626,1230005.0,01674000,gages,ref-fab,1608496.11300691,1825983.4394358355,02,01674000
249,249,gages-01413500,31840,wb-118125,nex-118126,513060.0,01413500,gages,ref-fab,1736669.3654376743,2320478.279981056,02,01413500
250,250,gages-01599000,52723,wb-98731,nex-98426,1432765.0,01599000,gages,ref-fab,1437339.2518030796,1957681.839267156,02,01599000
251,251,gages-01608500,31982,wb-95763,nex-95764,1432644.0,01608500,gages,ref-fab,1472866.5064440018,1963441.7434508428,02,01608500
252,252,gages-01390500,25139,wb-105427,nex-105428,510520.0,01390500,gages,ref-fab,1812513.060592966,2206334.082314432,02,01390500
253,253,gages-01547700,79802,wb-89560,nex-89561,1429993.0,01547700,gages,ref-fab,1524830.10764856,2153651.746542211,02,01547700
254,254,gages-01503000,79580,wb-86422,nex-86423,1428453.0,01503000,gages,ref-fab,1648045.2456584559,2291860.2469074037,02,01503000
255,255,gages-01546400,37230,wb-89609,nex-89586,764050.0,01546400,gages,ref-fab,1510885.6107846769,2126289.017382313,02,01546400
256,256,gages-01523500,25501,wb-92378,nex-92379,1429179.0,01523500,gages,ref-fab,1492930.7284944458,2292496.172057358,02,01523500
257,257,gages-04292000,74178,wb-120210,nex-120159,478020.0,04292000,gages,ref-fab,1827427.0706597092,2630188.3946171524,02,04292000
258,258,gages-01637500,31401,wb-100084,nex-100064,1112380.0,01637500,gages,ref-fab,1562461.605875701,1973670.9773920747,02,01637500
259,259,gages-01421000,31983,wb-118157,nex-118142,242089.0,01421000,gages,ref-fab,1699868.4958558928,2293988.998784649,02,01421000
260,260,gages-01539000,80047,wb-91231,nex-91232,1429641.0,01539000,gages,ref-fab,1619681.5093175927,2174580.3184107775,02,01539000
261,261,gages-01379500,31646,wb-105114,nex-105115,510440.0,01379500,gages,ref-fab,1795679.076848884,2175324.0450854404,02,01379500
262,262,gages-01379000,58306,wb-105181,nex-105110,184360.0,01379000,gages,ref-fab,1784403.2668173853,2163950.1640870003,02,01379000
263,263,gages-01545500,44287,wb-88816,nex-88817,1429839.0,01545500,gages,ref-fab,1508253.9951584698,2181313.4973319643,02,01545500
264,264,gages-01350355,63378,wb-102109,nex-102110,507680.0,01350355,gages,ref-fab,1747439.7157556799,2371511.630001437,02,01350355
265,265,gages-01532000,32967,wb-91897,nex-91888,644240.0,01532000,gages,ref-fab,1602055.6673851837,2243532.157543052,02,01532000
266,266,gages-01451650,10669,wb-117125,nex-117116,515320.0,01451650,gages,ref-fab,1710115.0026544598,2139825.8146241982,02,01451650
267,267,gages-02035000,79721,wb-111082,nex-111083,1435592.0,02035000,gages,ref-fab,1557082.7613639038,1772140.6410847057,02,02035000
268,268,gages-04280000,72763,wb-120654,nex-120609,455420.0,04280000,gages,ref-fab,1803395.4326778925,2508652.1723716836,02,04280000
269,269,gages-02041000,32365,wb-111757,nex-111751,1404325.0,02041000,gages,ref-fab,1583876.7358821158,1734441.7951725814,02,02041000
270,270,gages-01521500,27682,wb-92421,nex-92376,624440.0,01521500,gages,ref-fab,1489463.108594479,2296338.8310281336,02,01521500
271,271,gages-01582500,80114,wb-114737,nex-114645,956425.0,01582500,gages,ref-fab,1637394.22365635,2002894.709532797,02,01582500
272,272,gages-01332500,22492,wb-104333,nex-104241,45256.0,01332500,gages,ref-fab,1840842.3478631263,2411776.920901182,02,01332500
273,273,gages-01387420,74108,wb-105386,nex-105366,176737.0,01387420,gages,ref-fab,1804085.6330087497,2218922.1834754036,02,01387420
274,274,gages-01545000,53506,wb-90760,nex-90758,748641.0,01545000,gages,ref-fab,1497945.534776575,2177619.609903043,02,01545000
275,275,gages-02034000,69442,wb-112294,nex-112295,1435460.0,02034000,gages,ref-fab,1536783.1440661969,1789964.817955232,02,02034000
276,276,gages-02022500,66139,wb-112740,nex-112741,1321187.0,02022500,gages,ref-fab,1436660.8419143963,1767398.0950866973,02,02022500
277,277,gages-01619500,32190,wb-99955,nex-99956,1433029.0,01619500,gages,ref-fab,1548436.5017343063,1974117.3694659008,02,01619500
278,278,gages-02015700,65369,wb-113373,nex-113374,1294181.0,02015700,gages,ref-fab,1418879.5095316705,1807041.7565896627,02,02015700
279,279,gages-01549500,37207,wb-89446,nex-89398,768154.0,01549500,gages,ref-fab,1544930.9560860603,2205272.2325170627,02,01549500
280,280,gages-01639500,22181,wb-97096,nex-97097,1433953.0,01639500,gages,ref-fab,1585511.759444304,2000896.626812671,02,01639500
281,281,gages-01631000,60396,wb-97307,nex-97308,1433469.0,01631000,gages,ref-fab,1518093.5014954938,1910220.7497192982,02,01631000
282,282,gages-01350080,32315,wb-102240,nex-102241,507840.0,01350080,gages,ref-fab,1749553.1558207867,2352830.735960781,02,01350080
283,283,gages-04273500,75957,wb-119981,nex-119982,519780.0,04273500,gages,ref-fab,1767187.0562715044,2622993.774568019,02,04273500
284,284,gages-01334500,31697,wb-104252,nex-104253,506880.0,01334500,gages,ref-fab,1818518.487665145,2433953.0008486803,02,01334500
285,285,gages-02040000,31715,wb-112099,nex-111608,1401325.0,02040000,gages,ref-fab,1581067.6575802513,1749025.6787467792,02,02040000
286,286,gages-01425000,78026,wb-115597,nex-115598,512540.0,01425000,gages,ref-fab,1679379.4982085754,2302550.0013358896,02,01425000
287,287,gages-04286000,73759,wb-120992,nex-120993,519360.0,04286000,gages,ref-fab,1844150.4045522048,2591067.6109040193,02,04286000
288,288,gages-01377000,32175,wb-105029,nex-105030,510060.0,01377000,gages,ref-fab,1820510.2696292081,2209004.2680874537,02,01377000
289,289,gages-01524500,27637,wb-92413,nex-92380,623740.0,01524500,gages,ref-fab,1493099.7736405577,2290242.0769709516,02,01524500
290,290,gages-01469500,13171,wb-116355,nex-116356,516960.0,01469500,gages,ref-fab,1664114.3622268655,2152197.16268983,02,01469500
291,291,gages-01531000,33366,wb-92091,nex-92092,1429443.0,01531000,gages,ref-fab,1583067.4106137936,2272875.635258601,02,01531000
292,292,gages-02036500,21849,wb-112223,nex-112222,1375261.0,02036500,gages,ref-fab,1580406.5918173979,1769949.2227136209,02,02036500
293,293,gages-01556000,41526,wb-87388,nex-87389,1430477.0,01556000,gages,ref-fab,1487953.2996951856,2079176.5510759202,02,01556000
294,294,gages-01321000,79716,wb-103326,nex-103203,23290.0,01321000,gages,ref-fab,1738358.4985770164,2461609.0049545635,02,01321000
295,295,gages-01639000,31878,wb-97019,nex-96883,1136830.0,01639000,gages,ref-fab,1584164.2324384607,2006809.8010463302,02,01639000
296,296,gages-01452000,10669,wb-117125,nex-117116,515320.0,01452000,gages,ref-fab,1710115.0026544598,2139825.8146241982,02,01452000
297,297,gages-01333000,45580,wb-104355,nex-104242,506960.0,01333000,gages,ref-fab,1839713.4907376268,2412615.593381851,02,01333000
298,298,gages-04282000,72814,wb-120693,nex-120694,519160.0,04282000,gages,ref-fab,1829305.3520572844,2512582.0236820504,02,04282000
299,299,gages-01558000,41204,wb-88148,nex-88138,1430499.0,01558000,gages,ref-fab,1490067.95496105,2095628.293146226,02,01558000
300,300,gages-01449000,29803,wb-117060,nex-117061,515000.0,01449000,gages,ref-fab,1685217.4998416456,2160114.0049215523,02,01449000
301,301,gages-02042500,79727,wb-111360,nex-111361,1435680.0,02042500,gages,ref-fab,1649076.3192974313,1763963.868032325,02,02042500
302,302,gages-01470779,79678,wb-116241,nex-116218,353269.0,01470779,gages,ref-fab,1656494.6335416744,2107204.849613927,02,01470779
303,303,gages-01518000,31955,wb-92067,nex-92068,1429047.0,01518000,gages,ref-fab,1543910.3891047938,2255525.2473014616,02,01518000
304,304,gages-01451500,12076,wb-117124,nex-117125,515360.0,01451500,gages,ref-fab,1708029.6026364448,2137982.508120954,02,01451500
305,305,gages-01397000,30917,wb-105613,nex-105614,511500.0,01397000,gages,ref-fab,1759825.493828415,2147105.52955655,02,01397000
306,306,gages-02019500,32181,wb-112991,nex-111039,1300663.0,02019500,gages,ref-fab,1422091.4347709191,1732647.1552044842,02,02019500
307,307,gages-02016000,73571,wb-113389,nex-113387,1318065.0,02016000,gages,ref-fab,1409323.8782145625,1760758.4588502774,02,02016000
308,308,gages-01635500,58423,wb-97430,nex-97431,1099120.0,01635500,gages,ref-fab,1512936.03081112,1913867.1841573415,02,01635500
309,309,gages-01350140,20176,wb-102231,nex-102232,508080.0,01350140,gages,ref-fab,1746397.529489853,2358232.1511435607,02,01350140
310,310,gages-01451000,77119,wb-117065,nex-117066,514880.0,01451000,gages,ref-fab,1694919.501037186,2153800.0005569095,02,01451000
311,311,gages-01616500,31413,wb-98036,nex-98014,1069930.0,01616500,gages,ref-fab,1531343.3654792227,1968663.8626688116,02,01616500
312,312,gages-01543500,31675,wb-89886,nex-89857,728976.0,01543500,gages,ref-fab,1478413.0012623786,2174082.4956023674,02,01543500
313,313,gages-01315000,17338,wb-103674,nex-103634,19762.0,01315000,gages,ref-fab,1728558.49873566,2505918.9945834484,02,01315000
314,314,gages-01431500,22273,wb-117784,nex-117785,246583.0,01431500,gages,ref-fab,1712590.44119205,2240630.466955928,02,01431500
315,315,gages-01536000,22397,wb-91576,nex-91572,691508.0,01536000,gages,ref-fab,1669178.2553773255,2217499.246542886,02,01536000
316,316,gages-01614500,22703,wb-99765,nex-99766,1063135.0,01614500,gages,ref-fab,1535511.953269621,2000958.149995891,02,01614500
317,317,gages-01646000,22721,wb-100187,nex-100188,1111450.0,01646000,gages,ref-fab,1600134.5401553982,1930753.4088971987,02,01646000
318,318,gages-02011500,22855,wb-113324,nex-113323,1311261.0,02011500,gages,ref-fab,1393596.0545974278,1788934.2560980248,02,02011500
319,319,gages-02072000,2336,wb-266462,nex-266463,145238.0,02072000,gages,ref-fab,1405601.1436094407,1644660.1202856074,03N,02072000
320,320,gages-02176500,36854,wb-275329,nex-275330,1281652.0,02176500,gages,ref-fab,1382801.1233836734,1190523.6641868835,03N,02176500
321,321,gages-02147500,36988,wb-262505,nex-262504,1091306.0,02147500,gages,ref-fab,1367997.6563783097,1386117.369599007,03N,02147500
322,322,gages-02060500,9906,wb-265276,nex-265277,2040.0,02060500,gages,ref-fab,1463828.5714232102,1691636.9160441207,03N,02060500
323,323,gages-02058400,17288,wb-267563,nex-267453,29003.0,02058400,gages,ref-fab,1446788.2053732076,1670760.8602800986,03N,02058400
324,324,gages-02081500,10678,wb-252768,nex-251976,378155.0,02081500,gages,ref-fab,1544379.0718272813,1602051.9253893953,03N,02081500
325,325,gages-02087500,16823,wb-270932,nex-269686,476461.0,02087500,gages,ref-fab,1570492.9235971142,1544463.9942649922,03N,02087500
326,326,gages-02108000,32985,wb-255846,nex-255533,745355.0,02108000,gages,ref-fab,1638124.48335836,1464607.5366005516,03N,02108000
327,327,gages-02113850,34812,wb-251180,nex-251167,798821.0,02113850,gages,ref-fab,1366981.9862625313,1594080.7383757087,03N,02113850
328,328,gages-02135000,49113,wb-247620,nex-247621,971098.0,02135000,gages,ref-fab,1526399.153118182,1355927.7219100713,03N,02135000
329,329,gages-02146750,55948,wb-262296,nex-262239,1087541.0,02146750,gages,ref-fab,1360689.5546071099,1438971.111860699,03N,02146750
330,330,gages-02154500,58808,wb-264095,nex-264019,1129721.0,02154500,gages,ref-fab,1264112.7749546776,1432718.164957282,03N,02154500
331,331,gages-02175500,65415,wb-275666,nex-275667,1263522.0,02175500,gages,ref-fab,1382834.9795933445,1211004.866677504,03N,02175500
332,332,gages-02061500,76193,wb-267762,nex-267660,47420.0,02061500,gages,ref-fab,1460446.042179876,1702711.1938793838,03N,02061500
333,333,gages-02056000,13839,wb-267160,nex-265255,5841.0,02056000,gages,ref-fab,1412915.8733935074,1696400.5028885566,03N,02056000
334,334,gages-02066000,76474,wb-267037,nex-265296,67685.0,02066000,gages,ref-fab,1515353.8787731312,1679040.5004924182,03N,02066000
335,335,gages-02065500,78290,wb-267935,nex-267936,59264.0,02065500,gages,ref-fab,1509674.9376119361,1696832.37545062,03N,02065500
336,336,gages-02064000,76510,wb-267818,nex-267819,60797.0,02064000,gages,ref-fab,1491869.2091675086,1698062.4584815595,03N,02064000
337,337,gages-02074500,76559,wb-266698,nex-266696,143495.0,02074500,gages,ref-fab,1454744.609519722,1634485.5039207411,03N,02074500
338,338,gages-02074000,76608,wb-266475,nex-266476,100781.0,02074000,gages,ref-fab,1433555.8755367326,1620223.5234306373,03N,02074000
339,339,gages-02073000,76643,wb-266468,nex-266469,101831.0,02073000,gages,ref-fab,1421548.1597744217,1633035.8966489553,03N,02073000
340,340,gages-02072500,76658,wb-266464,nex-266465,102377.0,02072500,gages,ref-fab,1408319.722778538,1643426.6367400219,03N,02072500
341,341,gages-02071000,76665,wb-266423,nex-265711,116615.0,02071000,gages,ref-fab,1432095.8764865717,1609110.4987585507,03N,02071000
342,342,gages-02075500,76863,wb-265733,nex-265734,146456.0,02075500,gages,ref-fab,1489951.4352183894,1644377.4119010053,03N,02075500
343,343,gages-02077500,76684,wb-266870,nex-266871,149522.0,02077500,gages,ref-fab,1508726.665696521,1640810.2061394965,03N,02077500
344,344,gages-02077303,76687,wb-266867,nex-266868,149753.0,02077303,gages,ref-fab,1501579.4493587858,1632723.264188615,03N,02077303
345,345,gages-02047500,76534,wb-277160,nex-277026,270209.0,02047500,gages,ref-fab,1676788.574767699,1721779.3122011698,03N,02047500
346,346,gages-02051500,77599,wb-276568,nex-276428,299363.0,02051500,gages,ref-fab,1598800.4899720056,1672729.0424007003,03N,02051500
